crash_id,year,make,model,vehicle_class,test_type,mass_kg,velocity_kmh,angle_deg,a_pillar_thickness_mm,crumple_zone_length_m,yield_strength_mpa,section_height_mm,section_width_mm,hic,chest_g,intrusion_m,fatality_prob,ais_severity,crush_m,energy_absorbed_j,kinetic_energy_j,p_critical_n
NHTSA-2008-FR-0508,2008,Chevrolet,Equinox,suv,frontal,1945.8,45.7,2.1,1.17,0.753,474.9,174.0,114.8,651.87,33.15,0.0487,0.0051,1,0.2983,135400.2,156781.8,13496869.5
NHTSA-2014-SI-0509,2014,GMC,Sierra,truck,side,2589.8,55.5,93.8,1.29,0.903,414.9,155.5,125.6,977.21,30.78,0.242,0.7977,5,0.4851,258176.9,307763.6,27389999.3
NHTSA-2023-FR-0510,2023,Tesla,Model Y,ev,frontal,1921.7,47.1,11.3,1.23,1.049,533.8,173.1,122.0,813.55,40.36,0.0546,0.0105,2,0.2312,145327.4,164472.2,7518242.5
NHTSA-2014-FR-0511,2014,Toyota,Tundra,truck,frontal,2583.2,47.9,14.8,1.6,0.991,367.9,152.7,119.0,532.93,29.58,0.0369,0.0032,1,0.3819,204589.0,228662.0,7980528.7
NHTSA-2013-SI-0512,2013,Ram,1500,truck,side,2201.1,43.7,93.1,1.71,0.711,483.0,179.7,129.5,919.05,49.25,0.1935,0.3136,4,0.1753,138409.4,162168.9,83086364.8
NHTSA-2019-RO-0513,2019,Jeep,Grand Cherokee,suv,rollover,2040.6,54.6,25.0,1.18,0.955,406.7,154.5,123.6,778.09,29.41,0.0,0.0032,1,0.4482,192532.4,234697.3,8541656.5
NHTSA-2000-SI-0514,2000,Ford,Mustang Mach-E,ev,side,2074.6,35.3,93.6,1.3,1.027,527.0,154.5,114.8,538.52,45.72,0.2669,0.9422,5,0.1398,84164.3,99735.3,19724788.3
NHTSA-2022-RO-0515,2022,Chevrolet,Malibu,sedan,rollover,1558.2,36.6,22.3,1.33,0.891,342.3,149.2,105.8,372.98,26.16,0.0064,0.0017,1,0.2278,69783.5,80528.6,9116239.1
NHTSA-2024-SI-0516,2024,Rivian,R1T,ev,side,2248.4,48.9,89.1,1.13,1.062,488.8,166.3,128.1,899.45,30.45,0.3163,0.9978,5,0.3134,177493.4,207422.7,20614087.6
NHTSA-2007-SI-0517,2007,Chevrolet,Malibu,sedan,side,1350.4,58.4,95.0,1.12,0.916,492.3,169.7,108.6,1672.66,38.75,0.3204,0.9985,5,0.385,152289.3,177686.0,25724990.5
NHTSA-2015-FR-0518,2015,Rivian,R1T,ev,frontal,2464.1,61.5,14.1,1.29,0.852,538.9,175.5,125.2,1204.73,47.91,0.0839,0.0325,3,0.4182,305172.3,359561.8,12550982.2
NHTSA-2024-RO-0519,2024,Honda,CR-V,suv,rollover,2095.5,32.2,33.2,1.4,0.765,349.9,177.4,118.3,293.43,23.33,0.0,0.0012,1,0.1835,72923.5,83823.2,21056220.9
NHTSA-2020-FR-0520,2020,Toyota,RAV4,suv,frontal,1777.9,55.0,9.8,1.11,0.754,436.9,175.4,107.7,706.23,31.52,0.0635,0.0059,1,0.4605,179727.0,207490.3,12490369.3
NHTSA-2023-FR-0521,2023,Chevrolet,Equinox,suv,frontal,2256.1,61.6,9.5,1.41,0.966,403.9,146.8,117.4,886.5,33.36,0.0526,0.0067,2,0.5608,278377.9,330281.9,6717249.8
NHTSA-2016-FR-0522,2016,Rivian,R1T,ev,frontal,1832.1,58.3,8.9,1.68,1.093,485.3,173.4,124.3,1395.12,64.52,0.0322,0.1581,4,0.2583,206426.2,240243.3,9538138.2
NHTSA-2005-SI-0523,2005,Toyota,Tundra,truck,side,2303.3,49.6,92.9,1.53,0.987,371.2,159.6,128.4,925.54,33.83,0.2313,0.6966,5,0.3354,185047.2,218614.4,29196124.7
NHTSA-2010-RO-0524,2010,Rivian,R1T,ev,rollover,2129.5,45.2,34.0,1.32,0.896,394.0,168.2,119.6,705.66,33.87,0.0,0.0042,1,0.288,144511.3,167849.3,12888108.2
NHTSA-2000-SI-0525,2000,Nissan,Altima,sedan,side,1385.9,48.5,90.8,1.31,0.724,352.7,154.2,105.8,1018.32,33.69,0.3121,0.9971,5,0.3462,113430.3,125771.0,37627472.4
NHTSA-2015-RO-0526,2015,Hyundai,Tucson,suv,rollover,2348.3,38.0,45.0,1.24,0.961,491.4,175.7,122.9,522.79,31.57,0.0,0.003,1,0.2197,112345.0,130823.5,11892933.5
NHTSA-2006-FR-0527,2006,Jeep,Grand Cherokee,suv,frontal,1823.1,63.9,13.8,1.39,0.951,405.0,156.9,111.2,1179.43,36.99,0.0498,0.0137,3,0.5226,241213.0,287195.2,7683296.1
NHTSA-2023-RO-0528,2023,GMC,Sierra,truck,rollover,2032.2,51.3,40.6,1.26,0.716,531.1,168.1,119.4,1122.58,39.86,0.0,0.0127,3,0.2841,173807.1,206331.8,19238961.3
NHTSA-2023-SI-0529,2023,Chevrolet,Malibu,sedan,side,1483.5,52.0,89.4,0.92,0.788,365.9,150.0,97.0,534.25,19.73,0.3578,0.9999,5,0.5633,129848.3,154760.2,19887810.6
NHTSA-2002-RO-0530,2002,Hyundai,Tucson,suv,rollover,2209.5,52.4,21.2,1.46,0.905,516.4,152.4,110.0,1033.7,40.96,0.0,0.0118,3,0.3403,199812.4,234057.0,10441978.6
NHTSA-2011-FR-0531,2011,Chevrolet,Equinox,suv,frontal,2172.7,45.4,2.7,1.49,0.829,382.5,164.5,111.6,562.95,31.98,0.0286,0.0036,1,0.3203,144760.5,172773.2,12115574.5
NHTSA-2022-SI-0532,2022,Toyota,Tundra,truck,side,2068.9,38.9,87.9,1.41,0.779,485.6,163.1,120.5,696.03,38.51,0.2449,0.8212,5,0.1781,107987.8,120782.4,43538732.1
NHTSA-2010-RO-0533,2010,Chevrolet,Silverado,truck,rollover,2440.9,34.9,22.5,1.76,0.896,497.6,185.0,125.0,449.74,46.66,0.0,0.0163,3,0.1269,99637.5,114700.6,21960015.9
NHTSA-2012-RO-0534,2012,Toyota,Camry,sedan,rollover,1647.0,41.8,28.4,1.46,0.773,431.8,150.3,109.8,662.01,37.37,0.0037,0.0059,1,0.2118,93558.8,111022.5,13838376.1
NHTSA-2024-SI-0535,2024,GMC,Sierra,truck,side,2167.2,47.5,86.5,1.63,0.969,541.5,174.8,116.1,1018.82,46.29,0.208,0.4486,4,0.2207,166013.9,188647.6,37141813.1
NHTSA-2013-SI-0536,2013,Ford,Mustang Mach-E,ev,side,2282.0,46.6,93.9,1.24,0.889,455.6,166.1,129.6,915.92,36.3,0.3087,0.9963,5,0.2875,169786.3,191184.4,32388051.5
NHTSA-2000-RO-0537,2000,Chevrolet,Bolt,ev,rollover,2368.5,39.4,20.7,1.48,0.921,353.2,178.7,121.2,611.4,29.93,0.0,0.0027,1,0.2435,122758.4,141850.5,15857336.4
NHTSA-2013-RO-0538,2013,Chevrolet,Malibu,sedan,rollover,1559.9,45.6,26.6,0.99,0.784,490.8,156.9,96.8,494.61,27.59,0.0212,0.0023,1,0.3515,109952.1,125138.6,9364037.6
NHTSA-2000-RO-0539,2000,Nissan,Altima,sedan,rollover,1495.4,44.8,36.2,1.3,0.909,386.6,161.2,109.0,860.93,35.92,0.0101,0.0062,2,0.2854,100826.9,115792.0,10482081.1
NHTSA-2023-SI-0540,2023,Tesla,Model 3,ev,side,2293.4,50.9,94.7,1.63,0.977,384.3,168.3,112.4,930.53,36.16,0.1848,0.2331,4,0.3314,189025.7,229234.7,32691907.1
NHTSA-2015-FR-0541,2015,Nissan,Altima,sedan,frontal,1647.2,65.0,6.8,0.94,0.74,344.3,166.4,109.4,522.4,20.63,0.2432,0.8063,5,0.8611,235882.1,268496.1,9832310.6
NHTSA-2022-RO-0542,2022,Toyota,Tundra,truck,rollover,2214.7,47.3,31.4,1.67,0.864,447.9,152.9,117.2,814.38,41.16,0.0,0.0096,2,0.2555,167496.2,191162.3,13742025.3
NHTSA-2000-FR-0543,2000,Hyundai,Ioniq 5,ev,frontal,2045.8,55.1,7.9,1.65,1.02,496.9,170.2,127.3,1273.01,60.93,0.0373,0.1037,4,0.2509,207035.2,239624.6,10476879.5
NHTSA-2008-RO-0544,2008,Honda,Accord,sedan,rollover,1542.1,30.2,25.5,1.03,0.922,442.2,143.1,98.1,315.6,22.91,0.0179,0.0014,1,0.1686,46958.8,54261.5,5716488.3
NHTSA-2010-FR-0545,2010,Chevrolet,Bolt,ev,frontal,1944.0,48.6,14.6,1.45,0.914,358.9,153.0,123.8,809.74,37.55,0.0479,0.0079,2,0.2872,149069.5,177147.0,8812764.3
NHTSA-2015-SI-0546,2015,Nissan,Altima,sedan,side,1347.8,38.2,92.0,1.04,0.889,406.1,142.6,114.3,562.3,30.86,0.3952,1.0,5,0.2156,65915.2,75878.2,17530003.5
NHTSA-2011-SI-0547,2011,Nissan,Altima,sedan,side,1380.8,55.1,93.1,1.38,0.769,364.7,146.8,111.4,1465.02,37.91,0.2845,0.9809,5,0.3578,134039.2,161733.1,32407445.6
NHTSA-2006-SI-0548,2006,Jeep,Grand Cherokee,suv,side,2263.6,59.2,93.5,1.57,0.833,498.1,149.7,112.5,1660.32,40.79,0.1613,0.1658,4,0.4153,266158.1,306061.1,32977504.7
NHTSA-2014-FR-0549,2014,Chevrolet,Equinox,suv,frontal,2328.8,56.2,12.5,1.53,0.945,398.7,160.3,112.1,764.51,33.93,0.0408,0.0054,1,0.4874,243896.1,283772.2,9029884.1
NHTSA-2011-RO-0550,2011,Toyota,Tundra,truck,rollover,2242.3,37.2,30.3,1.31,0.826,527.4,180.5,110.4,542.68,36.74,0.0,0.0052,1,0.1785,99696.4,119713.9,16844824.4
NHTSA-2010-FR-0551,2010,Honda,Accord,sedan,frontal,1681.4,45.3,13.6,1.24,0.749,461.0,158.2,96.2,589.12,30.72,0.0752,0.0069,1,0.3126,113509.9,133116.7,10256134.0
NHTSA-2014-FR-0552,2014,Ram,1500,truck,frontal,2520.8,55.2,14.6,1.28,0.74,554.9,162.0,128.4,1069.19,44.87,0.0645,0.0199,3,0.3413,241945.2,296334.0,13951748.5
NHTSA-2001-RO-0553,2001,Hyundai,Sonata,sedan,rollover,1484.7,34.6,21.8,1.32,0.931,482.0,161.5,111.4,429.04,42.89,0.0105,0.0104,1,0.1346,58804.5,68573.4,10338268.3
NHTSA-2015-SI-0554,2015,Toyota,RAV4,suv,side,2196.8,43.8,91.4,1.11,0.813,392.2,170.8,107.6,511.06,21.77,0.2198,0.5692,5,0.4156,142317.5,162593.7,32667931.4
NHTSA-2011-RO-0555,2011,Ford,Explorer,suv,rollover,2195.1,47.9,32.2,1.33,0.754,409.3,167.0,114.7,780.17,33.34,0.0,0.0044,1,0.3556,160873.0,194307.8,17520443.1
NHTSA-2009-RO-0556,2009,Rivian,R1T,ev,rollover,2266.7,34.9,22.8,1.28,1.041,476.4,171.9,129.4,455.36,38.95,0.0047,0.0065,1,0.1461,88527.5,106514.8,10295012.2
NHTSA-2018-RO-0557,2018,Ford,Explorer,suv,rollover,2111.6,44.5,42.5,1.29,0.996,342.7,177.9,105.8,438.8,23.57,0.0,0.0013,1,0.4149,138911.4,161323.1,10725183.0
NHTSA-2001-SI-0558,2001,Rivian,R1T,ev,side,2044.8,42.5,94.4,1.32,1.091,478.8,152.6,126.8,905.12,43.42,0.2691,0.9492,5,0.2058,128395.5,142493.1,18497806.8
NHTSA-2018-FR-0559,2018,Toyota,Camry,sedan,frontal,1254.3,46.7,2.4,1.45,0.917,451.1,160.4,101.6,786.1,46.04,0.0451,0.0172,3,0.2158,90646.1,105535.9,8531682.7
NHTSA-2018-SI-0560,2018,Toyota,Camry,sedan,side,1664.3,37.5,88.9,1.26,0.819,348.2,164.5,112.9,487.02,25.34,0.3149,0.9976,5,0.2404,76440.9,90294.1,34438872.7
